SYMBOL	fold
CIC	3
CILK1	6
CINP	0
CIP2A	3
CIPC	9
CIR1	4
CIRBP	2
CISD1	6
CISD2	2
CISD3	3
CISH	0
CIT	2
CITED1	0
CITED2	0
CITED4	3
CIZ1	4
CKAP2	1
CKAP2L	9
CKAP4	0
CKAP5	6
CKB	6
CKLF	8
CKS1B	6
CKS2	2
CLASP1	6
CLASP2	5
CLASRP	0
CLBA1	5
CLCC1	5
CLCF1	1
CLCN2	0
CLCN3	4
CLCN4	5
CLCN5	4
CLCN6	7
CLCN7	6
CLDN1	2
CLDN12	4
CLDN4	6
CLDND1	8
CLEC11A	9
CLEC16A	8
CLEC2B	5
CLGN	1
CLIC1	0
CLIC4	2
CLINT1	0
CLIP1	1
CLIP2	9
CLIP3	4
CLIP4	5
CLK1	0
CLK2	6
CLK3	7
CLK4	4
CLMN	2
CLMP	0
CLN5	7
CLN6	1
CLN8	4
CLNS1A	6
CLOCK	6
CLP1	6
CLPB	6
CLPP	6
CLPTM1	1
CLPTM1L	1
CLPX	9
CLSPN	6
CLSTN1	9
CLSTN2	6
CLSTN3	4
CLTA	9
CLTB	1
CLTC	7
CLTCL1	1
CLU	9
CLUAP1	9
CLUH	2
CLYBL	9
CMAS	5
CMBL	3
CMC1	6
CMC2	7
CMIP	7
CMPK1	7
CMSS1	3
CMTM3	0
CMTM4	0
CMTM6	7
CMTM7	3
CMTM8	0
CMTR1	1
CMTR2	6
CNBP	7
CNDP2	8
CNEP1R1	8
CNFN	9
CNIH1	9
CNIH4	5
CNKSR3	2
CNN1	0
CNN2	5
CNN3	8
CNNM1	1
CNNM2	9
CNNM3	9
CNNM4	7
CNOT1	7
CNOT10	0
CNOT11	9
CNOT2	5
CNOT3	8
CNOT4	8
CNOT6	3
CNOT6L	8
CNOT7	6
CNOT8	9
CNOT9	1
CNP	7
CNPPD1	7
CNPY2	6
CNPY3	9
CNPY4	3
CNRIP1	2
CNST	2
CNTFR	1
CNTLN	2
CNTN1	1
CNTNAP1	9
CNTRL	2
CNTROB	1
COA1	9
COA3	8
COA4	6
COA5	3
COA6	2
COA7	9
COA8	8
COASY	9
COBL	1
COBLL1	3
COCH	5
COG1	4
COG2	9
COG3	2
COG4	4
COG5	1
COG6	0
COG7	9
COG8	0
COIL	7
COL12A1	2
COL13A1	0
COL14A1	2
COL16A1	6
COL18A1	2
COL1A1	0
COL1A2	8
COL25A1	3
COL3A1	8
COL4A1	4
COL4A2	9
COL4A4	2
COL4A5	0
COL4A6	0
COL5A1	9
COL5A2	6
COL6A1	9
COL6A2	0
COL6A3	6
COL8A1	4
COL9A2	2
COLEC12	9
COLGALT1	3
COLGALT2	0
COMMD1	7
COMMD10	2
COMMD2	0
COMMD3	2
COMMD4	0
COMMD5	7
COMMD6	1
COMMD7	5
COMMD8	3
COMMD9	7
COMT	0
COMTD1	6
COP1	2
COPA	4
COPB1	1
COPB2	2
COPE	8
COPG1	2
COPG2	0
COPRS	1
COPS2	0
COPS3	5
COPS4	8
COPS5	8
COPS6	8
COPS7A	9
COPS7B	8
COPS8	3
COPS9	5
COPZ1	8
COPZ2	1
COQ10A	1
COQ10B	8
COQ2	3
COQ3	4
COQ4	7
COQ5	9
COQ6	1
COQ7	3
COQ8A	8
COQ8B	1
COQ9	4
CORO1A	9
CORO1B	3
CORO1C	6
CORO2A	2
CORO2B	0
COTL1	6
COX10	9
COX11	7
COX14	9
COX15	7
COX16	8
COX17	2
COX18	3
COX19	3
COX20	4
COX4I1	3
COX5A	9
COX5B	8
COX6A1	9
COX6B1	8
COX6C	8
COX7A2	0
COX7A2L	2
COX7B	8
COX7C	0
COX8A	3
CPA4	1
CPD	3
CPE	4
CPEB2	0
CPEB3	0
CPEB4	5
CPLANE1	7
CPLANE2	9
CPLX1	9
CPM	8
CPNE1	7
CPNE2	9
CPNE3	2
CPNE7	4
CPNE8	3
CPOX	2
CPPED1	6
CPQ	7
CPS1	1
CPSF1	9
CPSF2	2
CPSF3	7
CPSF4	8
CPSF6	0
CPSF7	4
CPT1A	6
CPT1C	4
CPT2	2
CPTP	9
CPVL	7
CRABP2	3
CRACD	5
CRACR2A	8
CRACR2B	9
CRADD	1
CRAMP1	3
CRAT	2
CRBN	3
CRCP	1
CREB1	1
CREB3	6
CREB3L1	1
CREB3L2	5
CREB3L4	2
CREB5	0
CREBBP	1
CREBL2	5
CREBRF	8
CREBZF	0
CREG1	8
CRELD2	0
CREM	2
CRIM1	4
CRIP2	5
CRIPT	7
CRISPLD1	7
CRISPLD2	2
CRK	8
CRKL	8
CRLF1	7
CRLF3	2
CRLS1	7
CRMP1	2
CRNKL1	6
CROCC	7
CROT	2
CRPPA	6
CRTAP	6
CRTC1	7
CRTC2	9
CRTC3	6
CRY1	3
CRY2	3
CRYAB	9
CRYBB2	5
CRYBG1	7
CRYBG3	0
CRYL1	6
CRYM	5
CRYZ	5
CRYZL1	1
CS	0
CSAD	2
CSDE1	6
CSE1L	2
CSF1	3
CSGALNACT2	2
CSK	7
CSKMT	2
CSNK1A1	3
CSNK1D	1
CSNK1G1	3
CSNK1G2	8
CSNK1G3	1
CSNK2A1	8
CSNK2A2	7
CSNK2B	5
CSPG4	4
CSPG5	3
CSPP1	8
CSRNP1	3
CSRNP2	3
CSRP1	7
CSRP2	5
CST3	6
CSTB	5
CSTF1	7
CSTF2	7
CSTF2T	6
CSTF3	3
CTBP1	8
CTBP2	9
CTBS	7
CTC1	6
CTCF	8
CTDNEP1	0
CTDP1	7
CTDSP1	0
CTDSP2	0
CTDSPL	8
CTDSPL2	2
CTH	2
CTIF	0
CTNNA1	5
CTNNAL1	4
CTNNB1	4
CTNNBIP1	5
CTNNBL1	0
CTNS	6
CTPS1	0
CTPS2	4
CTR9	4
CTSA	1
CTSB	5
CTSC	4
CTSD	2
CTSF	6
CTSH	9
CTSL	1
CTSO	8
CTSS	8
CTSV	9
CTSZ	3
CTTN	2
CTTNBP2NL	0
CTU1	7
CTU2	7
CTXN1	4
CUEDC1	3
CUEDC2	9
CUL1	6
CUL2	0
CUL3	7
CUL4A	3
CUL4B	9
CUL5	7
CUL7	5
CUL9	2
CUTA	1
CUTC	8
CUX1	1
CWC15	1
CWC22	2
CWC25	0
CWC27	7
CWF19L1	0
CWF19L2	4
CX3CL1	9
CXADR	3
CXCL12	5
CXCL16	2
CXCL8	8
CXCR4	6
CXXC1	3
CXXC4	2
CXXC5	1
CXorf38	4
CXorf56	7
CYB561	2
CYB561A3	1
CYB561D1	1
CYB561D2	2
CYB5A	9
CYB5B	4
CYB5D1	1
CYB5D2	9
CYB5R1	6
CYB5R2	9
CYB5R3	3
CYB5R4	8
CYBA	2
CYBC1	3
CYBRD1	7
CYC1	9
CYCS	7
CYFIP1	5
CYFIP2	9
CYHR1	0
CYLD	7
CYP1B1	1
CYP20A1	5
CYP26B1	4
CYP27A1	0
CYP2J2	5
CYP2R1	3
CYP2S1	8
CYP2U1	2
CYP4V2	4
CYP51A1	3
CYP7B1	7
CYREN	5
CYRIA	1
CYRIB	8
CYSTM1	4
CYTH1	7
CYTH2	4
CYTH3	5
CZIB	6
D2HGDH	2
DAAM1	3
DAAM2	9
DAB2	2
DAB2IP	9
DACH1	6
DACT1	3
DAD1	6
DAG1	8
DAGLA	2
DAGLB	7
DALRD3	2
DAP	9
DAP3	4
DAPK1	6
DAPK2	5
DAPK3	2
DARS1	9
DARS2	8
DAXX	7
DAZAP1	3
DAZAP2	0
DBF4	8
DBF4B	6
DBI	0
DBN1	0
DBNDD1	1
DBNDD2	1
DBNL	0
DBP	2
DBR1	0
DBT	2
DCAF1	3
DCAF10	1
DCAF11	5
DCAF12	7
DCAF13	3
DCAF15	1
DCAF16	3
DCAF17	9
DCAF4	8
DCAF5	6
DCAF6	2
DCAF7	7
DCAF8	5
DCAKD	6
DCBLD1	5
DCBLD2	0
DCK	5
DCLK1	7
DCLK2	6
DCLRE1A	7
DCLRE1B	0
DCLRE1C	1
DCN	4
DCP1A	9
DCP1B	3
DCP2	4
DCPS	8
DCTD	1
DCTN1	7
DCTN2	6
DCTN3	6
DCTN4	6
DCTN5	8
DCTN6	8
DCTPP1	1
DCUN1D1	8
DCUN1D2	9
DCUN1D3	8
DCUN1D4	7
DCUN1D5	0
DCXR	9
DDA1	0
DDAH1	3
DDAH2	6
DDB1	1
DDB2	5
DDHD1	4
DDHD2	3
DDI2	2
DDIAS	9
DDIT3	0
DDIT4	2
DDIT4L	4
DDOST	5
DDR1	5
DDR2	9
DDRGK1	9
DDX1	5
DDX10	8
DDX11	7
DDX17	8
DDX18	0
DDX19A	0
DDX19B	0
DDX20	6
DDX21	0
DDX23	0
DDX24	0
DDX27	7
DDX28	2
DDX31	1
DDX39A	5
DDX3X	1
DDX41	0
DDX42	8
DDX46	9
DDX47	2
DDX49	9
DDX5	6
DDX50	9
DDX51	0
DDX52	8
DDX54	7
DDX55	0
DDX56	4
DDX58	3
DDX59	1
DDX6	4
DDX60	3
DDX60L	4
DEAF1	3
DECR1	3
DECR2	8
DEDD	5
DEDD2	7
DEF6	0
DEF8	6
DEGS1	2
DEK	6
DELE1	7
DENND10	4
DENND11	0
DENND1A	6
DENND1B	1
DENND2B	7
DENND2C	9
DENND3	7
DENND4A	2
DENND4B	0
DENND4C	0
DENND5A	2
DENND5B	8
DENND6A	0
DENND6B	7
DENR	8
DEPDC1	5
DEPDC1B	1
DEPDC4	1
DEPDC5	4
DEPDC7	2
DEPP1	3
DEPTOR	3
DERA	2
DERL1	9
DERL2	1
DERL3	5
DESI1	4
DESI2	5
DEXI	4
DFFA	3
DFFB	4
DGAT1	5
DGAT2	1
DGCR2	1
DGCR6L	7
DGCR8	9
DGKA	8
DGKD	8
DGKE	8
DGKH	0
DGKQ	8
DGKZ	5
DGLUCY	6
DGUOK	8
DHCR24	0
DHCR7	2
DHDDS	2
DHFR	8
DHFR2	2
DHODH	7
DHPS	7
DHRS1	9
DHRS11	7
DHRS13	9
DHRS2	3
DHRS3	2
DHRS4	6
DHRS4L2	7
DHRS7	7
DHRS7B	0
DHRSX	7
DHTKD1	3
DHX15	9
DHX16	8
DHX29	9
DHX30	6
DHX32	1
DHX33	5
DHX34	0
DHX35	8
DHX36	7
DHX37	9
DHX38	3
DHX40	4
DHX57	2
DHX8	6
DHX9	9
DIAPH1	8
DIAPH2	7
DIAPH3	2
DICER1	9
DIDO1	0
DIMT1	5
DIP2A	2
DIP2B	5
DIP2C	0
DIPK1A	0
DIPK1B	6
DIPK2A	1
DIRAS1	3
DIS3	7
DIS3L	0
DIS3L2	7
DISP1	6
DIXDC1	7
DKC1	0
DKK1	8
DKK3	4
DLAT	4
DLC1	4
DLD	9
DLG1	5
DLG3	1
DLG4	1
DLG5	3
DLGAP4	7
DLGAP5	5
DLK2	5
DLL1	6
DLL3	1
DLST	7
DLX1	8
DLX2	8
DMAC1	6
DMAC2	1
DMAC2L	6
DMAP1	6
DMD	5
DMKN	7
DMPK	5
DMRTA1	0
DMTF1	3
DMTN	5
DMWD	8
DMXL1	0
DMXL2	8
DNA2	4
DNAAF2	9
DNAAF3	5
DNAAF4	2
DNAAF5	6
DNAJA1	2
DNAJA2	4
DNAJA3	8
DNAJA4	8
DNAJB1	9
DNAJB11	1
DNAJB12	4
DNAJB14	5
DNAJB2	2
DNAJB4	3
DNAJB5	7
DNAJB6	3
DNAJB9	2
DNAJC1	9
DNAJC10	7
DNAJC11	9
DNAJC12	0
DNAJC13	0
DNAJC14	1
DNAJC15	4
DNAJC16	3
DNAJC17	6
DNAJC18	8
DNAJC19	1
DNAJC2	0
DNAJC21	4
DNAJC22	5
DNAJC24	0
DNAJC25	6
DNAJC28	4
DNAJC3	7
DNAJC30	2
DNAJC4	9
DNAJC5	6
DNAJC6	9
DNAJC7	9
DNAJC8	4
DNAJC9	1
DNAL1	4
DNAL4	4
DNASE1L1	7
DNASE2	7
DNER	3
DNLZ	0
DNM1	1
DNM1L	3
DNM2	4
DNM3	0
DNMBP	7
DNMT1	4
DNMT3A	6
DNMT3B	2
DNPEP	5
DNPH1	2
DNTTIP1	1
DNTTIP2	5
DOCK1	6
DOCK10	5
DOCK11	7
DOCK4	4
DOCK5	0
DOCK6	9
DOCK7	1
DOCK9	6
DOHH	2
DOK1	5
DOK4	7
DOLK	3
DOLPP1	2
DONSON	1
DOP1A	0
DOP1B	1
DOT1L	9
DPAGT1	6
DPCD	7
DPF1	6
DPF2	3
DPF3	0
DPH1	6
DPH2	7
DPH3	6
DPH5	8
DPH6	8
DPH7	6
DPM1	4
DPM2	3
DPM3	5
DPP3	7
DPP4	7
DPP7	7
DPP8	8
DPP9	3
DPY19L1	4
DPY19L3	5
DPY19L4	4
DPY30	0
DPYD	9
DPYSL2	2
DPYSL3	5
DPYSL4	0
DPYSL5	2
DR1	5
DRAM1	1
DRAM2	0
DRAP1	9
DRG1	2
DRG2	7
DROSHA	5
DSC2	7
DSC3	7
DSCC1	9
DSE	5
DSEL	0
DSG2	8
DSN1	8
DSP	5
DST	1
DSTN	9
DSTYK	4
DTD1	6
DTD2	1
DTL	8
DTNA	9
DTNB	2
DTNBP1	3
DTWD1	3
DTWD2	1
DTX2	9
DTX3	5
DTX3L	7
DTX4	4
DTYMK	5
DUS1L	9
DUS2	5
DUS3L	4
DUS4L	8
DUSP1	0
DUSP10	5
DUSP11	7
DUSP12	6
DUSP14	2
DUSP16	1
DUSP19	1
DUSP2	0
DUSP22	4
DUSP23	8
DUSP28	3
DUSP3	8
DUSP4	4
DUSP5	1
DUSP6	7
DUSP7	5
DUSP8	3
DUSP9	4
DUT	1
DVL1	1
DVL2	0
DVL3	8
DXO	0
DYM	9
DYNC1H1	0
DYNC1I1	3
DYNC1I2	8
DYNC1LI1	5
DYNC1LI2	4
DYNC2H1	0
DYNC2LI1	6
DYNLL1	1
DYNLL2	2
DYNLRB1	8
DYNLT1	9
DYNLT3	4
DYRK1A	1
DYRK1B	5
DYRK2	1
DYRK3	3
DYRK4	0
DYSF	9
DZIP1	0
DZIP1L	2
DZIP3	6
E2F1	9
E2F2	0
E2F3	0
E2F4	2
E2F5	1
E2F6	9
E2F7	2
E2F8	4
E4F1	8
EAF1	1
EAF2	2
EAPP	4
EARS2	3
EBAG9	5
EBF1	4
EBF3	2
EBNA1BP2	4
EBP	6
EBPL	8
ECD	6
ECE1	3
ECH1	0
ECHDC2	6
ECHDC3	9
ECHS1	8
ECI1	7
ECI2	1
ECM1	8
ECPAS	3
ECSIT	2
ECT2	9
EDA	0
EDA2R	4
EDARADD	1
EDC3	1
EDC4	5
EDEM1	2
EDEM2	1
EDEM3	8
EDF1	4
EDIL3	4
EDN1	0
EDNRA	4
EDNRB	7
EDRF1	5
EEA1	4
EED	8
EEF1A1	8
EEF1A2	4
EEF1AKMT1	3
EEF1AKMT2	7
EEF1AKMT3	8
EEF1AKMT4	8
EEF1AKNMT	5
EEF1B2	2
EEF1D	2
EEF1E1	5
EEF2	0
EEF2K	3
EEF2KMT	5
EEFSEC	7
EEPD1	5
EFCAB11	1
EFCAB14	2
EFCAB2	0
EFCAB7	0
EFEMP1	0
EFEMP2	2
EFHC1	2
EFHD1	7
EFHD2	3
EFL1	9
EFNA1	2
EFNA4	0
EFNA5	5
EFNB1	9
EFNB2	4
EFNB3	9
EFR3A	6
EFR3B	7
EFTUD2	1
EGFL7	5
EGFR	6
EGLN1	2
EGLN3	6
EGR1	6
EHBP1	1
EHBP1L1	8
EHD1	7
EHD2	2
EHD3	6
EHD4	8
EHHADH	5
EHMT1	4
EHMT2	5
EI24	7
EID1	7
EID2	6
EID2B	7
EIF1	4
EIF1AD	4
EIF1AX	1
EIF1B	9
EIF2A	6
EIF2AK1	5
EIF2AK2	2
EIF2AK3	5
EIF2AK4	3
EIF2B1	9
EIF2B2	9
EIF2B3	9
EIF2B4	0
EIF2B5	3
EIF2D	9
EIF2S1	2
EIF2S2	3
EIF2S3	3
EIF3A	7
EIF3B	2
EIF3D	7
EIF3E	1
EIF3F	7
EIF3G	7
EIF3H	5
EIF3I	5
EIF3J	2
EIF3K	8
EIF3L	8
EIF3M	5
EIF4A1	3
EIF4A2	7
EIF4A3	2
EIF4B	4
EIF4E	7
EIF4E2	2
EIF4E3	5
EIF4EBP1	8
EIF4EBP2	4
EIF4ENIF1	8
EIF4G1	2
EIF4G2	1
EIF4G3	4
EIF4H	9
EIF5	9
EIF5A	1
EIF5A2	9
EIF5B	5
EIF6	3
EIPR1	4
ELAC1	2
ELAC2	5
ELAVL1	1
ELAVL2	9
ELF1	6
ELF2	2
ELF3	9
ELF4	4
ELK1	2
ELK3	0
ELK4	0
ELL	1
ELL2	9
ELL3	3
ELMO1	7
ELMO2	5
ELMOD2	6
ELMOD3	6
ELOA	9
ELOB	3
ELOC	3
ELOF1	4
ELOVL1	4
ELOVL2	9
ELOVL4	5
ELOVL5	5
ELOVL6	5
ELOVL7	6
ELP1	6
ELP2	7
ELP3	9
ELP4	7
ELP5	6
ELP6	7
EMB	1
EMC1	6
EMC10	9
EMC2	3
EMC3	0
EMC4	5
EMC7	1
EMC8	2
EMC9	0
EMD	6
EME1	7
EME2	4
EMG1	8
EMILIN2	5
EML1	3
EML2	2
EML3	9
EML4	4
EMP1	8
EMP2	2
EMP3	6
EMSY	4
ENAH	9
ENC1	8
ENDOD1	8
ENDOG	6
ENDOV	5
ENG	9
ENGASE	0
ENKD1	7
ENO1	8
ENO2	6
ENO3	5
ENOPH1	9
ENOSF1	1
ENOX1	9
ENOX2	8
ENPP1	1
ENPP2	2
ENPP4	9
ENPP5	2
ENSA	8
ENTPD4	3
ENTPD5	9
ENTPD6	1
ENTPD7	2
ENTR1	5
ENY2	0
EOGT	2
EP300	1
EP400	2
EPAS1	6
EPB41	4
EPB41L1	6
EPB41L2	8
EPB41L3	5
EPB41L4A	6
EPB41L4B	8
EPB41L5	8
EPC1	6
EPC2	3
EPCAM	3
EPDR1	7
EPG5	0
EPHA2	0
EPHA3	4
EPHA4	2
EPHA5	8
EPHA7	5
EPHB2	3
EPHB3	9
EPHB4	2
EPHX1	6
EPHX2	3
EPHX4	0
EPM2A	2
EPM2AIP1	0
EPN1	8
EPN2	3
EPOP	1
EPOR	8
EPRS1	2
EPS15	2
EPS15L1	6
EPS8	4
EPS8L1	1
EPS8L2	9
ERAL1	4
ERAP1	5
ERAP2	4
ERBB2	7
ERBB3	0
ERBIN	8
ERC1	4
ERCC1	2
ERCC2	4
ERCC3	3
ERCC4	3
ERCC6	8
ERCC6L	7
ERCC6L2	5
ERCC8	4
ERF	3
ERFE	3
ERG28	5
ERGIC1	4
ERGIC2	1
ERGIC3	9
ERH	2
ERI1	0
ERI2	6
ERI3	3
ERICH1	1
ERICH5	6
ERLEC1	5
ERLIN1	4
ERLIN2	6
ERMAP	0
ERMARD	1
ERMP1	8
ERN1	8
ERO1A	1
ERO1B	3
ERP29	4
ERP44	6
ERRFI1	1
ESCO1	1
ESCO2	5
ESD	5
ESF1	8
ESPL1	9
ESRP2	2
ESRRA	8
ESS2	1
ESYT1	3
ESYT2	9
ETAA1	9
ETF1	2
ETFA	0
ETFB	9
ETFBKMT	5
ETFDH	6
ETFRF1	9
ETHE1	9
ETNK1	8
ETNK2	9
ETS1	5
ETS2	9
ETV1	0
ETV3	9
ETV4	1
ETV5	7
ETV6	5
EVA1A	6
EVA1B	9
EVA1C	2
EVC	8
EVI5	2
EVI5L	8
EVL	3
EWSR1	0
EXD2	5
EXO1	6
EXO5	2
EXOC1	7
EXOC2	8
EXOC3	8
EXOC4	3
EXOC5	3
EXOC6	7
EXOC6B	8
EXOC7	9
EXOC8	9
EXOG	2
EXOSC1	3
EXOSC10	9
EXOSC2	2
EXOSC3	1
EXOSC4	5
EXOSC5	6
EXOSC6	6
EXOSC7	0
EXOSC8	3
EXOSC9	8
EXPH5	2
EXT1	9
EXT2	8
EXTL2	3
EXTL3	2
EYA1	7
EYA3	7
EYA4	9
EZH1	7
EZH2	1
EZR	9
F12	9
F2R	5
F2RL1	1
F3	1
FAAH	4
FAAH2	8
FAAP100	0
FAAP20	5
FAAP24	7
FABP3	0
FABP5	5
FADD	8
FADS1	9
FADS2	1
FADS3	5
FAF1	6
FAF2	8
FAH	2
FAHD1	4
FAHD2A	1
FAHD2B	1
FAIM	8
FAM102A	7
FAM102B	1
FAM104A	4
FAM104B	0
FAM107B	3
FAM110A	4
FAM110B	6
FAM111A	3
FAM111B	0
FAM114A1	2
FAM114A2	7
FAM117A	1
FAM117B	9
FAM118A	7
FAM118B	8
FAM120A	1
FAM120AOS	6
FAM120B	7
FAM120C	8
FAM122A	2
FAM122B	5
FAM126A	7
FAM126B	2
FAM131A	8
FAM133B	7
FAM135A	6
FAM136A	1
FAM13A	1
FAM13B	2
FAM13C	1
FAM149B1	5
FAM151B	0
FAM160A1	5
FAM160A2	0
FAM160B1	4
FAM160B2	5
FAM161A	9
FAM161B	9
FAM162A	2
FAM168A	2
FAM168B	1
FAM169A	8
FAM171A1	8
FAM171A2	3
FAM171B	6
FAM172A	2
FAM174A	5
FAM174C	6
FAM177A1	4
FAM185A	8
FAM189A2	1
FAM189B	3
FAM193A	2
FAM193B	3
FAM199X	7
FAM200A	9
FAM200B	6
FAM204A	0
FAM207A	1
FAM20B	6
FAM20C	8
FAM210A	2
FAM210B	8
FAM214A	5
FAM214B	5
FAM216A	8
FAM217B	5
FAM219A	2
FAM219B	0
FAM221A	3
FAM222B	7
FAM229B	9
FAM234A	9
FAM234B	0
FAM241A	5
FAM241B	1
FAM32A	0
FAM3A	4
FAM3C	5
FAM43A	6
FAM50A	9
FAM50B	7
FAM53B	4
FAM53C	5
FAM71E1	2
FAM76A	3
FAM76B	9
FAM83B	9
FAM83D	0
FAM83G	8
FAM83H	4
FAM86C1	6
FAM89A	0
FAM89B	6
FAM8A1	5
FAM91A1	3
FAM92A	9
FAM98A	5
FAM98B	2
FAM98C	8
FAN1	7
FANCA	2
FANCB	3
FANCC	6
FANCD2	1
FANCE	2
FANCF	8
FANCG	9
FANCI	0
FANCL	3
FANCM	3
FAP	3
FAR1	2
FAR2	2
FARP1	2
FARP2	7
FARS2	4
FARSA	4
FARSB	8
FAS	3
FASN	8
FASTK	1
FASTKD1	7
FASTKD2	0
FASTKD3	8
FASTKD5	8
FAT1	4
FAT4	7
FAU	5
FAXC	4
FAXDC2	8
FBF1	1
FBH1	4
FBL	4
FBLIM1	2
FBLN1	7
FBLN2	1
FBLN5	3
FBLN7	0
FBN1	2
FBN2	1
FBRS	9
FBRSL1	6
FBXL12	1
FBXL14	0
FBXL15	2
FBXL16	8
FBXL17	2
FBXL18	5
FBXL19	2
FBXL2	8
FBXL20	9
FBXL3	0
FBXL4	1
FBXL5	6
FBXL6	5
FBXL8	3
FBXO10	4
FBXO11	0
FBXO16	0
FBXO17	0
FBXO2	8
FBXO21	2
FBXO22	3
FBXO25	8
FBXO28	9
FBXO3	6
FBXO30	2
FBXO31	8
FBXO32	1
FBXO33	8
FBXO34	9
FBXO36	5
FBXO38	6
FBXO4	7
FBXO42	1
FBXO44	2
FBXO45	7
FBXO46	1
FBXO5	4
FBXO6	8
FBXO7	4
FBXO8	6
FBXO9	9
FBXW11	5
FBXW2	4
FBXW4	1
FBXW5	4
FBXW7	3
FBXW8	3
FBXW9	6
FCF1	7
FCGRT	4
FCHO1	7
FCHO2	6
FCHSD1	8
FCHSD2	7
FCSK	5
FDFT1	5
FDPS	4
FDX1	7
FDXACB1	1
FDXR	5
FECH	9
FEM1A	4
FEM1B	9
FEM1C	4
FEN1	8
FER	8
FERMT1	4
FERMT2	8
FES	9
FEZ1	0
FEZ2	9
FGD1	2
FGD4	6
FGD6	3
FGF11	5
FGF13	8
FGF2	1
FGFBP3	0
FGFR1	0
FGFR1OP	9
FGFR1OP2	7
FGFR2	4
FGFR3	7
FGFR4	3
FGFRL1	9
FGGY	0
FH	5
FHIT	0
FHL1	2
FHL2	6
FHL3	4
FHOD1	0
FHOD3	2
FIBCD1	5
FIBP	8
FICD	3
FIG4	5
FIGN	5
FIGNL1	5
FILIP1L	6
FIP1L1	4
FIS1	1
FITM2	9
FIZ1	5
FJX1	2
FKBP10	4
FKBP11	5
FKBP14	7
FKBP15	1
FKBP1A	3
FKBP1B	5
FKBP3	7
FKBP4	5
FKBP5	8
FKBP7	7
FKBP8	4
FKBP9	6
FKBPL	5
FKRP	8
FKTN	0
FLAD1	5
FLCN	0
FLI1	6
FLII	0
FLNA	0
FLNB	6
FLNC	8
FLOT1	3
FLOT2	0
FLRT2	8
FLRT3	8
FLT1	6
FLVCR1	4
FLVCR2	0
FLYWCH1	6
FLYWCH2	1
FMC1	1
FMN2	5
FMNL1	6
FMNL2	0
FMNL3	5
FMO4	1
FMR1	9
FN1	4
FN3K	8
FN3KRP	7
FNBP1	9
FNBP1L	5
FNBP4	0
FNDC10	2
FNDC3A	2
FNDC3B	5
FNIP1	5
FNIP2	0
FNTA	5
FNTB	1
FOCAD	3
FOPNL	0
FOS	0
FOSL1	9
FOSL2	2
FOXA1	2
FOXC1	5
FOXD1	1
FOXF1	7
FOXF2	6
FOXJ2	6
FOXJ3	7
FOXK1	5
FOXK2	9
FOXM1	5
FOXN2	5
FOXN3	6
FOXO1	7
FOXO3	3
FOXO4	0
FOXP2	4
FOXP4	9
FOXRED1	9
FOXRED2	8
FPGS	0
FPGT	7
FRA10AC1	2
FRAS1	7
FRAT2	5
FREM2	9
FRG1	8
FRK	9
FRMD3	7
FRMD4A	5
FRMD4B	0
FRMD5	7
FRMD6	3
FRMD8	0
FRRS1	4
FRS2	0
FRY	7
FRYL	2
FSBP	4
FSCN1	0
FSD1	0
FSD1L	5
FST	4
FSTL1	1
FSTL3	7
FTH1	0
FTL	9
FTO	6
FTSJ1	2
FTSJ3	9
FUBP1	9
FUBP3	0
FUCA1	1
FUCA2	9
FUNDC1	2
FUNDC2	4
FUOM	0
FURIN	5
FUS	9
FUT10	2
FUT11	2
FUT4	3
FUT8	1
FUZ	7
FXN	1
FXR1	4
FXR2	0
FXYD5	8
FYCO1	0
FYN	8
FYTTD1	3
FZD1	7
FZD2	1
FZD3	4
FZD4	0
FZD5	1
FZD6	9
FZD7	6
FZD8	3
FZR1	2
G0S2	5
G2E3	8
G3BP1	0
G3BP2	8
G6PC3	9
G6PD	7
GAA	2
GAB1	2
GAB2	7
GABARAP	3
GABARAPL1	9
GABARAPL2	4
GABPA	8
GABPB1	6
GABPB2	9
GABRB3	0
GAD1	3
GADD45A	2
GADD45B	8
GADD45G	1
GADD45GIP1	0
GAK	5
GAL	1
GALC	3
GALE	2
GALK1	1
GALK2	0
GALM	2
GALNS	0
GALNT1	4
GALNT10	0
GALNT11	2
GALNT12	9
GALNT13	8
GALNT14	7
GALNT16	9
GALNT18	6
GALNT2	4
GALNT3	9
GALNT6	1
GALNT7	1
GALT	8
GAMT	0
GAN	2
GANAB	5
GANC	3
GAPDH	0
GAPVD1	6
GAR1	4
GAREM1	2
GARS1	0
GART	4
GAS1	5
GAS2L1	3
GAS2L3	4
GAS6	7
GAS7	8
GAS8	2
GASK1B	3
GATA2	2
GATA3	6
GATA4	2
GATA6	0
GATAD1	6
GATAD2A	1
GATAD2B	9
GATB	2
GATC	2
GATD1	6
GATM	6
GBA	0
GBA2	3
GBE1	8
GBF1	2
GBP1	3
GBP2	9
GBP3	7
GBX2	3
GCA	7
GCAT	0
GCC1	5
GCC2	3
GCDH	6
GCFC2	8
GCH1	2
GCHFR	9
GCLC	7
GCLM	0
GCN1	2
GCNT1	3
GCSH	9
GDA	6
GDAP1	2
GDAP2	9
GDE1	9
GDF11	4
GDF15	0
GDI1	8
GDI2	9
GDPD1	4
GDPD5	0
GDPGP1	2
GEM	1
GEMIN2	1
GEMIN4	3
GEMIN5	7
GEMIN6	1
